exposure	outcome	method	nsnp	b	se	pval	Q	Q_pval
AFFH	TELOMERE	Weighted median	113	0.0111859656966173	0.0116837734005473	0.338368808104563		
AFFH	TELOMERE	Weighted mode	113	0.00980248956474272	0.0180114595175019	0.587360756724672		
FDEATH	TELOMERE	Inverse variance weighted	3	0.0165577396549111	0.117264559221177	0.887712054583687	7.25008161149718	0.0266480099221759
FDEATH	TELOMERE	MR Egger	3	0.108642347214037	1.38480235444091	0.950157155336782	7.21770415062675	0.00721879787280204
FDEATH	TELOMERE	Simple mode	3	-0.105696440450355	0.103295915169295	0.413808311941162		
FDEATH	TELOMERE	Weighted median	3	-0.0346726789603639	0.0824909407580676	0.674250933239434		
FDEATH	TELOMERE	Weighted mode	3	-0.0870117791286531	0.107895218943709	0.504636874604244		
FI	TELOMERE	Inverse variance weighted	56	0.0223599547293115	0.0267879277704417	0.403885140167879	336.724990581313	4.27685354597297e-42
FI	TELOMERE	MR Egger	56	0.368762118825734	0.234756012642144	0.122063433804075	323.512219756073	4.47169910732093e-40
FI	TELOMERE	Simple mode	56	0.0195058233941036	0.029829529011035	0.515894753397694		
FI	TELOMERE	Weighted median	56	0.0162874199221753	0.0173328928499543	0.347380330676006		
FI	TELOMERE	Weighted mode	56	0.0167936035216697	0.027016159893688	0.536764372414197		
FRUIT	TELOMERE	Inverse variance weighted	16	-0.00718656254405351	0.0284946587422226	0.800880792491016	14.3949439947991	0.495810998661994
FRUIT	TELOMERE	MR Egger	16	0.171640924367947	0.136146595148805	0.228020923513999	12.5906469590171	0.558978934112216
FRUIT	TELOMERE	Simple mode	16	-0.0756947193870671	0.0723498824227339	0.312021568091942		
FRUIT	TELOMERE	Weighted median	16	0.0259891853821758	0.0396066509406489	0.511706802309043		
FRUIT	TELOMERE	Weighted mode	16	0.0656649842109711	0.0585738795741081	0.27988877415098		
FVC	TELOMERE	Inverse variance weighted	535	0.0235710941762945	0.00779698030101756	0.00250194987686791	1613.95141401215	6.68692380136997e-109
FVC	TELOMERE	MR Egger	535	0.0217081463311653	0.0291794532809773	0.457232650364537	1613.93812047692	3.85460568682809e-109
FVC	TELOMERE	Simple mode	535	-0.00689590055490341	0.0317052957993079	0.827901817978183		
FVC	TELOMERE	Weighted median	535	0.0082434648730435	0.00757577559166722	0.27653561361435		
FVC	TELOMERE	Weighted mode	535	-0.0420672851614781	0.0279418563494798	0.132779291572788		
GGT	TELOMERE	Inverse variance weighted	690	-0.0165034250443322	0.00498826272986732	0.000938134502030071	1501.0671708541	2.65493565337262e-62
GGT	TELOMERE	MR Egger	690	-0.00327037930854033	0.0102124052577491	0.748886703440041	1496.27395154585	6.59972956501056e-62
GGT	TELOMERE	Simple mode	690	-0.00030799019735972	0.0166572398938892	0.985253411800617		
GGT	TELOMERE	Weighted median	690	-0.00981157693455858	0.00642142969296623	0.12652675318375		
GGT	TELOMERE	Weighted mode	690	-0.0087657036066664	0.00755109355339772	0.2461040450835		
GLASSES	TELOMERE	Inverse variance weighted	3	0.0687321659380386	0.0812107711454546	0.397361438445351	0.23428562344679	0.889458159040066
GLASSES	TELOMERE	MR Egger	3	0.52815435727396	0.989379594129798	0.687840442634738	0.0171985226914237	0.895662076491139
GLASSES	TELOMERE	Simple mode	3	0.035965843063006	0.111620466263057	0.777852294604594		
GLASSES	TELOMERE	Weighted median	3	0.0496283646060495	0.0948129373190787	0.600671905138063		
GLASSES	TELOMERE	Weighted mode	3	0.035965843063006	0.105899535119031	0.766489850782909		
GLAUCOMA	TELOMERE	Inverse variance weighted	160	0.0105239225075097	0.008039768328962	0.190540006478286	371.365908508434	4.91093470899182e-19
GLAUCOMA	TELOMERE	MR Egger	160	-0.0131533550902478	0.0226501639215797	0.562257989939083	368.450966145447	7.43663621907225e-19
GLAUCOMA	TELOMERE	Simple mode	160	0.00782172503298112	0.0237600297368307	0.742440192787517		
GLAUCOMA	TELOMERE	Weighted median	160	0.00195697769916025	0.00908717845283992	0.829489832405119		
GLAUCOMA	TELOMERE	Weighted mode	160	-0.00264771597471164	0.0126038823459686	0.833880846507301		
GLUC	TELOMERE	Inverse variance weighted	183	-0.0217274506773937	0.0081815032600726	0.0079148792563191	290.992362441519	5.05337998379132e-07
GLUC	TELOMERE	MR Egger	183	0.00425177211327587	0.016174641186606	0.792952412790019	285.547996559439	1.13944124298504e-06
GLUC	TELOMERE	Simple mode	183	-0.0219961506110717	0.0283439115107651	0.438729717164024		
GLUC	TELOMERE	Weighted median	183	-0.00396224437761845	0.0126842604853499	0.754755636918751		
GLUC	TELOMERE	Weighted mode	183	-0.00802775396528555	0.0109068680875827	0.462661567694234		
GOUT	TELOMERE	Inverse variance weighted	8	-0.0424154598297386	0.0143126596792252	0.00304169459202483	48.0994009192133	3.40479185569796e-08
GOUT	TELOMERE	MR Egger	8	-0.0715603087799766	0.037453876029716	0.104617232019902	42.9825655356978	1.17573818689561e-07
GOUT	TELOMERE	Simple mode	8	-0.0322326028534289	0.0167374715352082	0.0955145094223272		
GOUT	TELOMERE	Weighted median	8	-0.0376659429633961	0.00883917411472077	2.03285409982424e-05		
GOUT	TELOMERE	Weighted mode	8	-0.0347965436455015	0.0102774824586949	0.0116675184526861		
GRIP	TELOMERE	Inverse variance weighted	207	0.034483021757195	0.0145071327284621	0.0174554996547392	512.735042933595	3.98649965032751e-28
GRIP	TELOMERE	MR Egger	207	0.144512085555906	0.0788478496660604	0.0682832556629861	507.743812729633	1.13495965148523e-27
GRIP	TELOMERE	Simple mode	207	0.0260062809673026	0.0515051506035165	0.614150660131135		
GRIP	TELOMERE	Weighted median	207	0.0205353225689801	0.0150794117096204	0.173257249685644		
GRIP	TELOMERE	Weighted mode	207	0.0154594977479829	0.0532916465029893	0.772037404478104		
HbA1c	TELOMERE	Inverse variance weighted	744	0.00132961120146777	0.00611604062139633	0.827898673548876	2442.2671195342	9.06727735456085e-180
HbA1c	TELOMERE	MR Egger	744	0.0114763550810047	0.0133562199343926	0.390479154475688	2439.8655700949	1.15337014330989e-179
HbA1c	TELOMERE	Simple mode	744	-0.0134966387570865	0.0177005460030595	0.446004566281488		
HbA1c	TELOMERE	Weighted median	744	-0.00333042370391878	0.00647935241304633	0.607248045298951		
HbA1c	TELOMERE	Weighted mode	744	-0.00355089557730559	0.00781892003626519	0.649859662006841		
HDL	TELOMERE	Inverse variance weighted	723	-0.00281627367035696	0.0055306456703476	0.610603312419062	2525.78454732966	3.71565405700839e-198
HDL	TELOMERE	MR Egger	723	-0.000306517841305116	0.0108110220290444	0.977388976703267	2525.52873781587	2.17353469507771e-198
HDL	TELOMERE	Simple mode	723	-0.0117099855930556	0.0146221902163643	0.423489674929065		
HDL	TELOMERE	Weighted median	723	-0.0127436856786854	0.00614734487281811	0.0381686500080533		
HDL	TELOMERE	Weighted mode	723	-0.015804499691692	0.00642771702191071	0.0141736667039016		
PR	TELOMERE	Inverse variance weighted	398	-0.018905514424029	0.00782000871536193	0.0156240016330529	906.317551544794	8.01669747656436e-42
PR	TELOMERE	MR Egger	398	0.0118566019036548	0.0213699102232438	0.579326273377174	900.877543556835	2.46197315835114e-41
PR	TELOMERE	Simple mode	398	-0.0135242542783971	0.0254964081292031	0.596105110391206		
PR	TELOMERE	Weighted median	398	-0.0115627354283958	0.00906904197014418	0.202320680753568		
PR	TELOMERE	Weighted mode	398	-0.00536544039359055	0.016750796373578	0.7489021879276		
HEIGHT	TELOMERE	Inverse variance weighted	2333	0.0134713545555434	0.00328135945948362	4.0358317185485e-05	5618.30783461956	3.74959538886087e-271
HEIGHT	TELOMERE	MR Egger	2333	0.00876228116945773	0.00879586713671271	0.319265305729921	5617.50538408685	3.05372405625992e-271
HEIGHT	TELOMERE	Simple mode	2333	0.00451164687379513	0.0170067792943361	0.790813211027096		
HEIGHT	TELOMERE	Weighted median	2333	0.00994933985939235	0.00380682263147817	0.00896056920341906		
HEIGHT	TELOMERE	Weighted mode	2333	0.0103421673238895	0.0127150264873391	0.416082398652747		
HERNIA	TELOMERE	Inverse variance weighted	27	0.0278294286516526	0.0198145323624674	0.16017124391506	116.065097281949	2.39212635855143e-13
HERNIA	TELOMERE	MR Egger	27	-0.0159716002078293	0.0677536607522004	0.815562305128661	113.977357318523	2.51811684462352e-13
HERNIA	TELOMERE	Simple mode	27	0.0559886922331115	0.0265937885537767	0.0450758069077136		
HERNIA	TELOMERE	Weighted median	27	0.0279375428477762	0.0156235673335521	0.0737491169803603		
HERNIA	TELOMERE	Weighted mode	27	0.054346995737567	0.0253861094804266	0.0418357092293393		
HIP	TELOMERE	Inverse variance weighted	556	-0.013422728662294	0.00926185164212155	0.147268075104611	1778.19147895602	5.62343660649932e-128
HIP	TELOMERE	MR Egger	556	-0.0155803688105368	0.0365723658565486	0.670262530868602	1778.17954023786	3.14780049554444e-128
HIP	TELOMERE	Simple mode	556	-0.0481420057998919	0.0319343529228061	0.132243758531563		
HIP	TELOMERE	Weighted median	556	-0.0234241788387945	0.00892521239444814	0.00867774657627768		
HIP	TELOMERE	Weighted mode	556	-0.0481420057998919	0.0239506496915544	0.0449092772167803		
INCOME	TELOMERE	Inverse variance weighted	71	0.0684598807358086	0.0285903142969253	0.0166424511263164	249.896890475514	4.9030843055149e-22
INCOME	TELOMERE	MR Egger	71	0.155890224289162	0.187345420772022	0.408222855271461	249.091700131662	3.43157692190098e-22
INCOME	TELOMERE	Simple mode	71	0.0931915645956044	0.0647306948755147	0.154414885920718		
INCOME	TELOMERE	Weighted median	71	0.0578412017632165	0.0252263572429282	0.0218544767906397		
INCOME	TELOMERE	Weighted mode	71	0.0894502993001135	0.0634981621574063	0.16334836354333		
HYPERTENSION	TELOMERE	Inverse variance weighted	200	-0.0599473753476437	0.0141157185038883	2.16794516132339e-05	627.894962887302	6.10555913893589e-46
HYPERTENSION	TELOMERE	MR Egger	200	0.0284279161157264	0.0638766402967218	0.656774092677437	621.578999602933	2.99748888275714e-45
HYPERTENSION	TELOMERE	Simple mode	200	-0.0279467667855032	0.032156496812156	0.385846978043031		
HYPERTENSION	TELOMERE	Weighted median	200	-0.0341866739527333	0.0128838220566421	0.0079671808729012		
HYPERTENSION	TELOMERE	Weighted mode	200	-0.0279467667855032	0.0234721447104438	0.235215061322857		
HYPERTHYROID	TELOMERE	Inverse variance weighted	4	-0.132533341590586	0.100293995468705	0.186351891106535	43.3433871072038	2.08064814462587e-09
HYPERTHYROID	TELOMERE	MR Egger	4	-0.771617324316695	0.408380797669956	0.19941504268655	19.0503877621584	7.29895789526708e-05
HYPERTHYROID	TELOMERE	Simple mode	4	0.0140764198214984	0.0394857741018522	0.745069595492222		
HYPERTHYROID	TELOMERE	Weighted median	4	0.00589756522837974	0.0392624307805469	0.880599830711303		
HYPERTHYROID	TELOMERE	Weighted mode	4	0.0169339412848672	0.0382163459402813	0.687693721971301		
HYPOTHYROID	TELOMERE	Inverse variance weighted	76	-0.0128193974883544	0.00405032887804163	0.00155068925154872	360.763414189327	5.70836748496893e-39
HYPOTHYROID	TELOMERE	MR Egger	76	-0.021777988750597	0.0112819302370464	0.0573964732083534	357.266885714827	1.04134029016634e-38
HYPOTHYROID	TELOMERE	Simple mode	76	0.00453987334343245	0.00742626757740656	0.542832063864584		
HYPOTHYROID	TELOMERE	Weighted median	76	-0.000602932040157728	0.00361574320736977	0.867565268983244		
HYPOTHYROID	TELOMERE	Weighted mode	76	0.00547738918657048	0.00417710639469061	0.193760914328914		
IBD_consortium	TELOMERE	Inverse variance weighted	175	0.00655833996142678	0.00886170903223966	0.459253758055968	1173.63498823604	8.39531418020622e-148
IBD_consortium	TELOMERE	MR Egger	175	-0.029531507056022	0.0302619922745669	0.330495780445259	1163.17860742875	2.79359397942809e-146
IBD_consortium	TELOMERE	Simple mode	175	0.0210945239559091	0.0160717809603498	0.191073589582579		
IBD_consortium	TELOMERE	Weighted median	175	0.00541818437832554	0.00602585638155901	0.368569621101671		
IBD_consortium	TELOMERE	Weighted mode	175	0.0167168553867244	0.0117386216590629	0.15621125168625		
IDA	TELOMERE	Wald ratio	1	-0.0189652491526317	0.0535564131249157	0.72325102316445		
IGF1	TELOMERE	Inverse variance weighted	871	0.0250483247691953	0.0053576489342735	2.93601990938849e-06	2270.42498598655	1.55294908468649e-125
IGF1	TELOMERE	MR Egger	871	0.00458150911562416	0.0129263723298153	0.723101775148506	2262.54772944971	1.09472993999338e-124
IGF1	TELOMERE	Simple mode	871	-0.0159208576356089	0.0196964207942795	0.419131835629814		
IGF1	TELOMERE	Weighted median	871	0.00279461236843221	0.00665506803438641	0.67454211843892		
IGF1	TELOMERE	Weighted mode	871	-0.00757540228004072	0.00992017096407196	0.445291065477911		
CAD_consortium	TELOMERE	Inverse variance weighted	220	-0.0210683530698736	0.012907928655498	0.102636840046201	672.856824471869	1.22106049040588e-47
CAD_consortium	TELOMERE	MR Egger	220	0.0345694875334386	0.0334776102026832	0.30292823604205	663.007071936407	1.95319207387654e-46
CAD_consortium	TELOMERE	Simple mode	220	0.0188064572950417	0.0356610559155445	0.598472727080178		
CAD_consortium	TELOMERE	Weighted median	220	0.0174322943514748	0.013514157691627	0.197075556526784		
CAD_consortium	TELOMERE	Weighted mode	220	0.0217002965930294	0.0168106361428792	0.198110807273726		
INSOMIA	TELOMERE	Inverse variance weighted	19	-0.0752690143021359	0.0491190830033326	0.125429122256335	53.9665292185876	1.85726798899899e-05
INSOMIA	TELOMERE	MR Egger	19	-0.0799128197083224	0.287225608555387	0.784196710523054	53.9656729087874	1.00317171531385e-05
INSOMIA	TELOMERE	Simple mode	19	-0.0197069252127819	0.0774074107567709	0.801927879613815		
INSOMIA	TELOMERE	Weighted median	19	-0.0564083059876469	0.0444930413776791	0.204869156368926		
INSOMIA	TELOMERE	Weighted mode	19	-0.029204752391807	0.0629762734923349	0.648391263574038		
KIDNEYCANCER	TELOMERE	Inverse variance weighted	3	-0.0138619787389596	0.062147722624025	0.823497478750461	3.03782288540242	0.21895009700221
KIDNEYCANCER	TELOMERE	MR Egger	3	0.146983824774348	0.113090395269571	0.417499310812681	0.51294992468546	0.473864637095791
KIDNEYCANCER	TELOMERE	Simple mode	3	-0.109891436903348	0.120700777692008	0.45869231765982		
KIDNEYCANCER	TELOMERE	Weighted median	3	-0.00181459927247886	0.0532408255836141	0.972811081258014		
KIDNEYCANCER	TELOMERE	Weighted mode	3	0.022664891171323	0.0570206667697521	0.729419712809565		
KSD	TELOMERE	Inverse variance weighted	11	-0.00584371509291586	0.0105163326083575	0.578429670974837	5.59401008335429	0.848142188096173
KSD	TELOMERE	MR Egger	11	-0.0366478433342131	0.0746659455678924	0.6352961081888	5.42036017675123	0.796233878409989
KSD	TELOMERE	Simple mode	11	-0.0136282826327469	0.0210387531667322	0.531723153018862		
KSD	TELOMERE	Weighted median	11	-0.00316948249615223	0.013754174425103	0.817751545986432		
KSD	TELOMERE	Weighted mode	11	-0.00815984168446705	0.0213619965971771	0.710468504363369		
LDL	TELOMERE	Inverse variance weighted	382	0.0357974819244547	0.00574840016615682	4.74294656561046e-10	821.308191511963	2.13710571401033e-34
LDL	TELOMERE	MR Egger	382	0.0408343769717281	0.010028366342207	5.67697042049458e-05	820.496278942013	1.80589423769609e-34
LDL	TELOMERE	Simple mode	382	0.0193501769461912	0.0185402596031515	0.297293248811317		
LDL	TELOMERE	Weighted median	382	0.0264727271255493	0.00739853859076772	0.000346098142637021		
LDL	TELOMERE	Weighted mode	382	0.0308810514505639	0.00808734773679238	0.000156719545316149		
LSMOKE	TELOMERE	Inverse variance weighted	5	0.118138730118361	0.0281300920621649	2.67236030220968e-05	3.63990155522033	0.456927132830804
LSMOKE	TELOMERE	MR Egger	5	0.13713409920657	0.101182143988037	0.268330553381501	3.59337926464837	0.308851557402265
LSMOKE	TELOMERE	Simple mode	5	0.114360067603609	0.0520208085820962	0.0928230376729734		
LSMOKE	TELOMERE	Weighted median	5	0.115164527311228	0.035745140120011	0.00127377639672951		
LSMOKE	TELOMERE	Weighted mode	5	0.11496608813351	0.0398699455588413	0.0448536953242039		
LIPIDDISORDER	TELOMERE	Inverse variance weighted	68	0.0566692809077014	0.0117421989276904	1.39217464339937e-06	133.939469132127	2.27240794856461e-06
LIPIDDISORDER	TELOMERE	MR Egger	68	0.0716613661554895	0.0320172895616701	0.028586511429557	133.426433162425	1.79802850957489e-06
LIPIDDISORDER	TELOMERE	Simple mode	68	0.0266263233057535	0.0293761042805437	0.367975625963904		
LIPIDDISORDER	TELOMERE	Weighted median	68	0.038897279401396	0.0136795312897299	0.00446257982051352		
LIPIDDISORDER	TELOMERE	Weighted mode	68	0.0266263233057535	0.0218291492950024	0.226832221335789		
LYMPH	TELOMERE	Inverse variance weighted	708	-0.0449119206209403	0.00673834339925061	2.64434958024801e-11	2166.13180592978	1.14671005093384e-147
LYMPH	TELOMERE	MR Egger	708	-0.0438565019608923	0.0170767450292377	0.0104273512762439	2166.11792130087	6.57052177981403e-148
LYMPH	TELOMERE	Simple mode	708	0.00354978588014787	0.0240278744253513	0.882593115662432		
LYMPH	TELOMERE	Weighted median	708	-0.0176121800953138	0.00716499762395717	0.0139679734509095		
LYMPH	TELOMERE	Weighted mode	708	0.00354978588014787	0.0142699986733661	0.803619706591498		
MCH	TELOMERE	Inverse variance weighted	904	-0.034208954666167	0.00550629857902436	5.20834229597187e-10	3440.90105801096	1.09776798651096e-291
MCH	TELOMERE	MR Egger	904	-0.0273388940136542	0.010667850959753	0.0105463430196185	3438.745355767	1.24512255416598e-291
MCH	TELOMERE	Simple mode	904	-0.0210893176290257	0.0155380070914302	0.175033609252121		
MCH	TELOMERE	Weighted median	904	-0.00823905420228	0.00619340194703633	0.183420957845677		
MCH	TELOMERE	Weighted mode	904	-0.0101691586840067	0.00647396210428953	0.116584482317041		
MENARCHE	TELOMERE	Inverse variance weighted	210	0.00894867714389909	0.0095956430999437	0.35103835461084	545.433203457868	7.22447434261238e-32
MENARCHE	TELOMERE	MR Egger	210	0.00278642452630024	0.0350662822427276	0.936741833136973	545.345649941549	4.566174735765e-32
MENARCHE	TELOMERE	Simple mode	210	0.00450831327110446	0.0256672522811039	0.860743249955076		
MENARCHE	TELOMERE	Weighted median	210	-0.00241365905305324	0.00981799772183529	0.80580589496234		
MENARCHE	TELOMERE	Weighted mode	210	-0.00294762564968865	0.0185072248386401	0.873610813801695		
MENOPAUSE	TELOMERE	Inverse variance weighted	87	0.00603135020956975	0.0171908592241585	0.725703622568823	684.898163497102	4.34742523362219e-94
MENOPAUSE	TELOMERE	MR Egger	87	-0.0798019656738091	0.0436789909909449	0.0712080403503031	650.196439970033	6.08934138552808e-88
MENOPAUSE	TELOMERE	Simple mode	87	0.0352419147515959	0.0271879807347985	0.198363503919657		
MENOPAUSE	TELOMERE	Weighted median	87	0.00640105265925423	0.0117427348469072	0.585679595053886		
MENOPAUSE	TELOMERE	Weighted mode	87	0.00318287751599011	0.0146957400227139	0.829044685933637		
MENSTRUATION_UKBB	TELOMERE	Inverse variance weighted	3	0.380131233987212	0.337020398420941	0.259354726429889	269.165186212883	3.56059398336935e-59
MENSTRUATION_UKBB	TELOMERE	MR Egger	3	-23.0677306457007	9.63472500797613	0.251876501991545	38.8691554771777	4.53184969839116e-10
MENSTRUATION_UKBB	TELOMERE	Simple mode	3	0.0548892982979125	0.0340294537549205	0.248080693411526		
MENSTRUATION_UKBB	TELOMERE	Weighted median	3	0.0558514789642264	0.037049882468388	0.131690970154039		
MENSTRUATION_UKBB	TELOMERE	Weighted mode	3	0.0548892982979125	0.0363717155080579	0.270321238026759		
MINERALDISORDER	TELOMERE	Inverse variance weighted	4	0.0217404723681742	0.0120125578489104	0.0703249331714495	10.7609288178987	0.0130914237092688
MINERALDISORDER	TELOMERE	MR Egger	4	0.0246643997304135	0.0301341407625672	0.499086718866743	10.694952867935	0.00476014840374487
MINERALDISORDER	TELOMERE	Simple mode	4	0.00905745497315205	0.0144684390729457	0.575698403963739		
MINERALDISORDER	TELOMERE	Weighted median	4	0.0197836636602335	0.006707635885165	0.00318366650673321		
MINERALDISORDER	TELOMERE	Weighted mode	4	0.0200105914009009	0.00751067341313318	0.0760599010838782		
PHONE	TELOMERE	Inverse variance weighted	20	-0.0185930482428741	0.0313374832714818	0.552969308211983	18.2330276346792	0.506926255579597
PHONE	TELOMERE	MR Egger	20	-0.180257349194378	0.302502579545981	0.558670039934268	17.9443214971758	0.459326214575387
PHONE	TELOMERE	Simple mode	20	0.0292680726067136	0.0763858409290786	0.705853705635668		
PHONE	TELOMERE	Weighted median	20	0.010025236221283	0.0423247718826679	0.812761905887306		
PHONE	TELOMERE	Weighted mode	20	0.02570505421483	0.0754927634148033	0.737218206815222		
MONO	TELOMERE	Inverse variance weighted	826	-0.00243393517495635	0.00578497158059281	0.673949211868687	2869.27003413552	1.92438317058648e-223
MONO	TELOMERE	MR Egger	826	0.0173425099281341	0.0117648970411454	0.140839449934424	2856.36503481266	1.0267780309858e-221
MONO	TELOMERE	Simple mode	826	-0.0238830334701234	0.0194073074822313	0.218815523145008		
MONO	TELOMERE	Weighted median	826	-0.00913920095741845	0.0066336185180731	0.168292917657869		
MONO	TELOMERE	Weighted mode	826	-0.0155566325771273	0.00831750485647389	0.0617893329256685		
MS	TELOMERE	Inverse variance weighted	86	-0.0142135322217164	0.016062613535046	0.376219785794948	347.139948393033	2.19084199397886e-33
MS	TELOMERE	MR Egger	86	-0.0443760585254169	0.108062345869736	0.682373100530211	346.81093721062	1.21414082002099e-33
MS	TELOMERE	Simple mode	86	-0.0552937223867943	0.0279679064997319	0.0512783190602451		
MS	TELOMERE	Weighted median	86	-0.0378829313887901	0.0124695747288088	0.00238130926355269		
MS	TELOMERE	Weighted mode	86	-0.0552937223867943	0.0266707262370208	0.0411817066391614		
NBBIRTH	TELOMERE	Inverse variance weighted	12	0.0116139147313642	0.0356823145299084	0.744817074790717	13.7878593044855	0.244955178928908
NBBIRTH	TELOMERE	MR Egger	12	-0.904812760951766	0.685914919153242	0.216531255417786	11.6949463916486	0.305991269057146
NBBIRTH	TELOMERE	Simple mode	12	0.107745586424577	0.0860422618813756	0.236452688181681		
NBBIRTH	TELOMERE	Weighted median	12	0.0401492562046993	0.0440728275267417	0.362308400983298		
NBBIRTH	TELOMERE	Weighted mode	12	0.103097369751618	0.0852636469385999	0.251949281719311		
NBCIGDAY	TELOMERE	Inverse variance weighted	4	-0.00639208863263	0.0250190847818315	0.798345818758925	10.3722355876694	0.0156531219291712
NBCIGDAY	TELOMERE	MR Egger	4	-0.0918391599742997	0.0825750381186842	0.381827103352663	6.5387203199005	0.0380307528908506
NBCIGDAY	TELOMERE	Simple mode	4	0.0348215115003798	0.0335919759860829	0.376142637296896		
NBCIGDAY	TELOMERE	Weighted median	4	0.00566841214181094	0.0230155388831268	0.805460606740861		
NBCIGDAY	TELOMERE	Weighted mode	4	-0.0512793643580486	0.0199531556843316	0.082494014239742		
NEUROTICISM	TELOMERE	Inverse variance weighted	94	0.00115950885606998	0.0183438020672079	0.949599406554544	215.604796006915	9.81549095464158e-12
NEUROTICISM	TELOMERE	MR Egger	94	0.166052278312276	0.0925117004936964	0.0759483375642802	208.130862597906	5.58009957391811e-11
NEUROTICISM	TELOMERE	Simple mode	94	0.0225663804394742	0.0387227932655947	0.56146029595843		
NEUROTICISM	TELOMERE	Weighted median	94	0.0200188036052166	0.0187455231697473	0.285554566418999		
NEUROTICISM	TELOMERE	Weighted mode	94	0.0253247427048998	0.0296267362464727	0.394862144158902		
NEUTRO	TELOMERE	Inverse variance weighted	579	-0.023310559173766	0.00825919254131686	0.0047669029756675	2104.740837601	4.24047173927146e-172
NEUTRO	TELOMERE	MR Egger	579	-0.0768441476562773	0.0218409837464995	0.000468446702181331	2079.51938268325	2.08654161590468e-168
NEUTRO	TELOMERE	Simple mode	579	-0.0157184538538753	0.0250199870084688	0.530097570818923		
NEUTRO	TELOMERE	Weighted median	579	-0.0237157433298134	0.00914582752443271	0.00951242435747598		
NEUTRO	TELOMERE	Weighted mode	579	-0.0261756465238148	0.0142276191457407	0.0663135894467881		
OA	TELOMERE	Inverse variance weighted	36	-0.167015882972037	0.0573784182799768	0.00360529167055205	88.8899028959911	1.40447873518114e-06
OA	TELOMERE	MR Egger	36	0.273295330743323	0.51702839611424	0.600524651297806	87.0105553321164	1.55901280338974e-06
OA	TELOMERE	Simple mode	36	-0.260934780036016	0.157139259616993	0.105741696561712		
OA	TELOMERE	Weighted median	36	-0.155155060598465	0.0584087364444003	0.00789875186307806		
OA	TELOMERE	Weighted mode	36	-0.167595240691175	0.131572559892212	0.211133561419403		
OESTR	TELOMERE	Inverse variance weighted	2	0.0289828432565189	0.040722173810959	0.476637302565615	0.755122848652047	0.384859137608303
OSTEOPOROSIS	TELOMERE	Inverse variance weighted	4	0.0736201653045181	0.047106836060939	0.118091643396314	21.6592270694807	7.67958076228653e-05
OSTEOPOROSIS	TELOMERE	MR Egger	4	-0.562325776200664	0.889615521848167	0.591943100234612	17.2395711742337	0.00018049895185299
OSTEOPOROSIS	TELOMERE	Simple mode	4	0.00689176233512368	0.077956834997657	0.935125737887327		
OSTEOPOROSIS	TELOMERE	Weighted median	4	0.00757821698419199	0.0280653756248285	0.787144750420432		
OSTEOPOROSIS	TELOMERE	Weighted mode	4	0.00132896352064882	0.0274990971483952	0.964492604986844		
PROSTATECANCER	TELOMERE	Inverse variance weighted	169	-0.00118330188630813	0.0077303093867136	0.878340683566394	526.358176149021	1.41575951495517e-38
PROSTATECANCER	TELOMERE	MR Egger	169	0.000159136108076018	0.0173317828095202	0.992685085072307	526.334537640326	8.00568593254647e-39
PROSTATECANCER	TELOMERE	Simple mode	169	-0.0162614316938055	0.0147018626914898	0.270273396136789		
PROSTATECANCER	TELOMERE	Weighted median	169	-0.00383094762639944	0.00738494974030277	0.603934622010998		
PROSTATECANCER	TELOMERE	Weighted mode	169	-0.00791837597924072	0.00886125318665765	0.372816659477087		
PD	TELOMERE	Inverse variance weighted	32	0.00358404958887546	0.014636501731436	0.806556593345344	50.8950830857351	0.0136075578906106
PD	TELOMERE	MR Egger	32	-0.144164483220214	0.044309490621421	0.00281974523060606	36.2756445426132	0.199190814588226
PD	TELOMERE	Simple mode	32	-0.0295333511312645	0.0325059787018588	0.370596549075002		
PD	TELOMERE	Weighted median	32	-0.0193998679358119	0.0178162535765974	0.276204189342616		
PD	TELOMERE	Weighted mode	32	-0.0372083849403806	0.0240515337280946	0.132005831070546		
PE	TELOMERE	Inverse variance weighted	16	0.00635416277933251	0.00616152871500865	0.302417033096517	18.3552387289689	0.244450335023253
PE	TELOMERE	MR Egger	16	-0.00312043579793707	0.0213619310238266	0.885944935897468	18.0767953842439	0.203305533230025
PE	TELOMERE	Simple mode	16	0.0062068979511616	0.0136127981914598	0.654950019993631		
PE	TELOMERE	Weighted median	16	0.00712379575844064	0.00776568909969665	0.358963253667952		
PE	TELOMERE	Weighted mode	16	0.0090252996890718	0.013614628747607	0.51744495788379		
PHOS	TELOMERE	Inverse variance weighted	299	-0.0171954836915397	0.00848688456352363	0.0427520407159385	717.509750548442	1.33904652913931e-36
PHOS	TELOMERE	MR Egger	299	-0.0245813226836288	0.0202694218180531	0.226197044732442	717.120773198849	9.63312353789402e-37
PHOS	TELOMERE	Simple mode	299	-0.00260760105293478	0.0254317382261753	0.91840231211377		
PHOS	TELOMERE	Weighted median	299	-0.00648343304865908	0.0100936806724275	0.520661567149204		
PHOS	TELOMERE	Weighted mode	299	-0.00948608927577621	0.0119891295269725	0.429442463630635		
SPORT	TELOMERE	Inverse variance weighted	4	-0.241350166898414	0.218903094518112	0.270225491849634	33.2562346647661	2.84375561458636e-07
SPORT	TELOMERE	MR Egger	4	-5.86089906793604	1.08052572241086	0.0323490212588739	2.28075103432172	0.319698946831762
